timestamp,species,confidence
2026-02-21 19:26:40.881617,Blauwe Reiger,0.7514477372169495
2026-02-21 19:28:46.594289,Meerkoet,0.5946975946426392
2026-02-21 19:29:18.177442,Kerkuil,0.7135728597640991
2026-02-21 19:30:52.391952,Smient,0.8884611129760742
2026-02-21 19:30:52.396997,Wintertaling,0.9849435687065125
2026-02-21 19:30:52.401051,Smient,0.8976544737815857
2026-02-21 19:30:52.405391,Smient,0.8168729543685913
2026-02-21 19:34:01.324146,Wilde Zwaan,0.6023127436637878
2026-02-21 19:34:01.327745,Grauwe Gans,0.5573968291282654
2026-02-21 19:34:01.332315,Meerkoet,0.7155686020851135
2026-02-21 19:36:07.300244,Blauwe Reiger,0.7802059054374695
2026-02-21 19:37:41.844714,Meerkoet,0.8739110231399536
2026-02-21 19:38:44.851847,Meerkoet,0.9284468293190002
2026-02-21 19:39:16.253752,Bosuil,0.9064028859138488
2026-02-21 19:39:16.257501,Meerkoet,0.5595924258232117
2026-02-21 19:39:16.261236,Roerdomp,0.6434885263442993
2026-02-21 19:39:47.572956,Bosuil,0.8593066334724426
