timestamp,0
0,6
1,24
2,8
3,5
4,18
5,59
6,98
7,259
8,246
9,331
10,312
11,359
12,152
13,249
14,169
15,232
16,232
17,136
18,125
19,50
20,5
21,6
22,6
23,5
